name;unit;pixelW;pixelH;pixelZ;width;height;channels;frames;slices;nucleus_area;diameter;marge;totalThick;nucleusSlices;totalPlainNucleus;slicesLeft;totalNucNotCorr;totalMitoNotCorr;corrTotaleNuc;sumPxInt0;beyondTh16;sumPxInt16;beyondTh32;sumPxInt32
crop_2022_06_13_MaLuR_MitoSox_L6_N2 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;202;1257;24;1536642843;39492461;1247972089;14579885;660096485
crop_2022_06_13_MaLuR_MitoSox_L6_N2 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;40;1100;3;0;12.008;10;4;0;581;206;6;3.8499E9;83526088;3.6734E9;47713632;2.7971E9
crop_2022_06_13_MaLuR_MitoSox_L7 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;474;216;41;5.5169E9;68451804;5.4701E9;62298825;5.3176E9
crop_2022_06_13_MaLuR_MitoSox_L7 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;422;274;4;2.8817E9;63074493;2.7717E9;42633654;2.2619E9
crop_2022_06_13_MaLuR_MitoSox_L7 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;439;238;17;2.4776E9;54821272;2.3305E9;35822321;1858193665
crop_2022_06_13_MaLuR_MitoSox_L7 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;388;335;2;1376863253;37786208;1031051766;8358575;351311833
crop_2022_06_13_MaLuR_MitoSox_L7 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;40;1100;3;1;11.856;10;4;0;531;254;17;1383393887;33475665;850218777;5178198;213669954
crop_2022_06_13_MaLuR_MitoSox_L7 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;518;92;54;2.2033E9;54144106;2009823102;26429380;1342310360
crop_2022_06_13_MaLuR_MitoSox_L7 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;242;69;30;998950191;24100060;785412011;8659341;427124192
crop_2022_06_13_MaLuR_MitoSox_L7 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;400;240;39;2.3244E9;60464111;2.1763E9;29331751;1412047104
crop_2022_06_13_MaLuR_MitoSox_L7 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;333;307;12;3.0368E9;63624163;2.9241E9;40247419;2.3463E9
crop_2022_06_13_MaLuR_MitoSox_L7_N2 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;271;727;51;3.9355E9;52830658;3.7690E9;39443908;3.4495E9
crop_2022_06_13_MaLuR_MitoSox_L7_N2 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;240;1122;47;6.2169E9;61074462;6.1115E9;51867761;5.8910E9
crop_2022_06_13_MaLuR_MitoSox_L7_N2 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;40;1100;3;0;12.008;10;4;0;387;810;28;5.7257E9;71789812;5.4781E9;51761168;5.0065E9
crop_2022_06_13_MaLuR_MitoSox_L7_N2 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;405;505;39;7.0276E9;69656598;6.9772E9;61071311;6.7661E9
crop_2022_06_13_MaLuR_MitoSox_L7_N2 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;316;225;7;3.0053E9;65225945;2.9241E9;47705181;2.4800E9
crop_2022_06_13_MaLuR_MitoSox_L7_N2 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;40;1100;3;1;11.856;10;4;0;441;832;70;9.1358E9;93060081;9.0744E9;84068993;8.8544E9
crop_2022_06_13_MaLuR_MitoSox_L7_N2 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;63;2672;0;2.3697E9;65917303;2.2653E9;32392127;1428119935
crop_2022_06_13_MaLuR_MitoSox_L7_N2 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;398;587;62;5.1237E9;65607683;5.0396E9;54598983;4.7710E9
crop_2022_06_13_MaLuR_MitoSox_L9 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;430;67;41;2.9985E9;65697919;2.9018E9;41945873;2.3085E9
crop_2022_06_13_MaLuR_MitoSox_L9 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;585;37;66;2014046449;51842483;1808027325;24880189;1154878158
crop_2022_06_13_MaLuR_MitoSox_L9 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;558;43;53;3.4633E9;67350543;3.3884E9;50535004;2.9677E9
crop_2022_06_13_MaLuR_MitoSox_L9 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;417;61;17;4.0947E9;68961646;4.0420E9;57317189;3.7458E9
crop_2022_06_13_MaLuR_MitoSox_L9 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;445;63;9;2.6046E9;56317060;2.4266E9;30694397;1805252894
crop_2022_06_13_MaLuR_MitoSox_L9 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;573;80;110;2.9396E9;59721341;2.8025E9;40075574;2.3195E9
crop_2022_06_13_MaLuR_MitoSox_L9 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;40;1100;3;0;12.008;10;4;0;616;93;44;3.5934E9;85815483;3.4475E9;51971534;2.6061E9
crop_2022_06_13_MaLuR_MitoSox_L9 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;422;109;19;3.1350E9;69022976;3.0733E9;48301412;2.5457E9
crop_2022_06_13_MaLuR_MitoSox_L9_N2 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;631;79;107;2.6803E9;56995680;2.5254E9;35445849;1998943234
crop_2022_06_13_MaLuR_MitoSox_L9_N2 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;438;65;79;3.2861E9;54374691;3.1237E9;36099585;2.6818E9
crop_2022_06_13_MaLuR_MitoSox_L9_N2 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;261;891;34;2.3400E9;53735010;2.1541E9;28044367;1530528675
crop_2022_06_13_MaLuR_MitoSox_L9_N2 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;278;966;5;1093920769;27556519;702426993;4459572;179383352
