name;unit;pixelW;pixelH;pixelZ;width;height;channels;frames;slices;nucleus_area;diameter;marge;totalThick;nucleusSlices;totalPlainNucleus;slicesLeft;totalNucNotCorr;totalMitoNotCorr;corrTotaleNuc;sumPxInt0;beyondTh16;sumPxInt16;beyondTh32;sumPxInt32
crop_2022_06_13_LuJeune_MitoSox_L3 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;698;138;39;2.5084E9;61255396;2.3833E9;35812838;1748794027
crop_2022_06_13_LuJeune_MitoSox_L3 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;651;141;51;1583391226;42971429;1319559658;13611413;622201566
crop_2022_06_13_LuJeune_MitoSox_L3 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;467;74;21;1730827584;42295576;1655655840;23657343;1192034610
crop_2022_06_13_LuJeune_MitoSox_L3 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;668;229;6;1601498286;44492438;1333892435;13992835;609235589
crop_2022_06_13_LuJeune_MitoSox_L3 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;441;62;44;871297931;24071046;638731085;4839329;195033499
crop_2022_06_13_LuJeune_MitoSox_L3 - Mark_and_Find 001_Position010.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;674;73;42;1226470875;32484462;885800949;7448283;306287344
crop_2022_06_13_LuJeune_MitoSox_L3l2 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;376;149;44;723524914;18346173;469248502;3030636;121128321
crop_2022_06_13_LuJeune_MitoSox_L3l2 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;479;412;110;1001082443;23765619;591011859;3172453;129926216
crop_2022_06_13_LuJeune_MitoSox_L4 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;578;283;5;1309421174;36377852;983204109;8083029;324988571
crop_2022_06_13_LuJeune_MitoSox_L4 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;676;280;28;1349687057;37658542;995171150;7316270;295912753
crop_2022_06_13_LuJeune_MitoSox_L4 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;679;127;57;1365958526;37828468;1006508960;7238196;303105511
crop_2022_06_13_LuJeune_MitoSox_L4 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;592;475;5;1454885790;41369017;1148297506;10158979;417814981
crop_2022_06_13_LuJeune_MitoSox_L4 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;612;216;3;1807834395;52348073;1574061101;16947362;726251481
crop_2022_06_13_LuJeune_MitoSox_L4 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;619;236;28;976678106;24087664;627386533;4259635;178109422
crop_2022_06_13_LuJeune_MitoSox_L4 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;496;813;3;1595015701;46065152;1315764848;12968526;532485716
crop_2022_06_13_LuJeune_MitoSox_L4 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;676;144;26;944470474;21501655;515504249;2260603;89766973
crop_2022_06_13_LuJeune_MitoSox_L4 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;670;170;10;1078497141;27571755;696959549;4220253;167733479
crop_2022_06_13_LuJeune_MitoSox_L5l1 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;300;782;17;723146747;13906971;340820025;1514062;69819909
crop_2022_06_13_LuJeune_MitoSox_L5l1 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;388;574;20;978718947;22528102;568380053;2941847;132900039
crop_2022_06_13_LuJeune_MitoSox_L5l1 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;297;753;12;620893865;10311284;250935254;1048561;51018167
crop_2022_06_13_LuJeune_MitoSox_L5l1 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;532;146;31;1334842365;36669759;992785843;7787606;324615329
crop_2022_06_13_LuJeune_MitoSox_L5l1 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;463;497;25;1745880848;50356195;1503045871;16290668;688430242
crop_2022_06_13_LuJeune_MitoSox_L5l1 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;391;350;31;616310897;9466917;220204243;785416;34858768
crop_2022_06_13_LuJeune_MitoSox_L5l1 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;287;823;29;817673355;16942510;398696973;1562873;61170969
crop_2022_06_13_LuJeune_MitoSox_L5l1 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;494;236;3;1490289762;42662328;1175214348;10005011;412732640
crop_2022_06_13_LuJeune_MitoSox_L5l1 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;502;204;6;1394246758;38138405;1059776403;8704622;377443190
crop_2022_06_13_LuJeune_MitoSox_L5l1 - Mark_and_Find 001_Position010.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;642;176;24;1835916248;52758718;1613862204;18520076;789510869
crop_2022_06_13_LuJeune_MitoSox_L5l2 - Mark_and_Find 001_Position001.tif;microns;0.08016;0.08016;0.2964;1152;1152;2;1;30;1100;3;1;8.892;10;3;0;36;123;1;511362541;12388125;304080050;1542133;61294432
crop_2022_06_13_LuJeune_MitoSox_L5l2 - Mark_and_Find 001_Position002.tif;microns;0.08016;0.08016;0.3002;1152;1152;2;1;30;1100;3;0;9.006;10;3;0;40;168;0;800156765;23141894;641293442;5552089;228781900
crop_2022_06_13_LuJeune_MitoSox_L5l2 - Mark_and_Find 001_Position003.tif;microns;0.08016;0.08016;0.3002;1152;1152;2;1;30;1100;3;0;9.006;10;3;0;48;93;2;784746935;22863160;627178245;5326162;215433690
crop_2022_06_13_LuJeune_MitoSox_L5l2 - Mark_and_Find 001_Position004.tif;microns;0.08016;0.08016;0.2964;1152;1152;2;1;30;1100;3;1;8.892;10;3;0;43;132;3;391769727;6316187;137549877;255501;9733663
crop_2022_06_13_LuJeune_MitoSox_L5l2 - Mark_and_Find 001_Position005.tif;microns;0.08016;0.08016;0.3002;1152;1152;2;1;30;1100;3;0;9.006;10;3;0;78;192;2;601783643;14972609;391814229;2719827;115063040
crop_2022_06_13_LuJeune_MitoSox_L5l2 - Mark_and_Find 001_Position006.tif;microns;0.08016;0.08016;0.2964;1152;1152;2;1;30;1100;3;1;8.892;10;3;0;50;96;1;536914374;12998062;319311254;1630596;64847689
crop_2022_06_13_LuJeune_MitoSox_L5l2 - Mark_and_Find 001_Position007.tif;microns;0.08016;0.08016;0.3002;1152;1152;2;1;30;1100;3;0;9.006;10;3;0;57;72;0;595326201;15147023;363651598;1560455;61158574
crop_2022_06_13_LuJeune_MitoSox_L6 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;474;302;13;1767393598;51939302;1522697454;16091265;667106313
crop_2022_06_13_LuJeune_MitoSox_L6 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;507;272;17;1824439986;51807895;1591390177;18602649;794755378
crop_2022_06_13_LuJeune_MitoSox_L6 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;40;1100;3;0;12.008;10;4;0;685;212;19;3.8163E9;92438033;3.7321E9;59849909;2.9042E9
crop_2022_06_13_LuJeune_MitoSox_L6 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;40;1100;3;0;12.008;10;4;0;581;330;13;2.8904E9;79409392;2.6672E9;35622290;1598598541
crop_2022_06_13_LuJeune_MitoSox_L6 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;469;367;15;2107169741;55900470;1912313774;25317494;1171729136
crop_2022_06_13_LuJeune_MitoSox_L6 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;426;297;1;2.7762E9;67979222;2.6993E9;42776892;2063664788
crop_2022_06_13_LuJeune_MitoSox_L6 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;451;299;7;1398383444;38562599;1074731682;9581021;398917053
crop_2022_06_13_LuJeune_MitoSox_L6 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;422;534;13;1948190589;55066285;1743378257;21478516;930571288
crop_2022_06_13_LuJeune_MitoSox_L6 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;281;303;1;1113762856;32287023;932265134;9217333;386080518
crop_2022_06_13_LuJeune_MitoSox_L6 - Mark_and_Find 001_Position010.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;527;256;8;1672492347;48790684;1403491547;14014724;579555941
crop_2022_06_13_LuJeune_MitoSox_L7 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;607;232;27;1972236640;54909057;1765801124;22294235;977168585
crop_2022_06_13_LuJeune_MitoSox_L7 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;791;75;36;1512329176;44043894;1203552550;10195758;411836398
crop_2022_06_13_LuJeune_MitoSox_L7 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;543;286;37;1399785315;38823662;1085964132;10047501;412441230
crop_2022_06_13_LuJeune_MitoSox_L7 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;520;440;41;720070514;14629911;357885072;1898089;74845906
crop_2022_06_13_LuJeune_MitoSox_L7 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;588;226;30;1465324350;41595878;1144885598;10040968;407613845
crop_2022_06_13_LuJeune_MitoSox_L7 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;568;245;19;1916476202;52627506;1717363327;22026552;975535496
crop_2022_06_13_LuJeune_MitoSox_L7 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;607;183;29;1227709731;32529199;881592333;7298298;298518224
crop_2022_06_13_LuJeune_MitoSox_L7 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;560;352;39;1661975489;45243801;1401835622;16612020;717861614
crop_2022_06_13_LuJeune_MitoSox_L7 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;40;1100;3;0;12.008;10;4;0;716;379;34;1709526910;45203314;1306494247;13082179;552491508
crop_2022_06_13_LuJeune_MitoSox_L7l2 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;430;65;48;972882359;27474485;766572487;6874921;283846494
crop_2022_06_13_LuJeune_MitoSox_L7l2 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;463;162;17;760122005;19158488;494725540;3216351;134560848
crop_2022_06_13_LuJeune_MitoSox_L7l2 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;40;1100;3;1;11.856;10;4;0;756;425;173;1549518288;41458805;1094806996;8094094;326683493
crop_2022_06_13_LuJeune_MitoSox_L7l2 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;312;252;12;936698675;26102099;707990210;5808891;237665104
crop_2022_06_13_LuJeune_MitoSox_L8l2 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;531;618;37;1194224221;31573201;787850058;4400739;173984577
crop_2022_06_13_LuJeune_MitoSox_L8l2 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;419;889;30;1103878046;28400517;698925645;3648018;141609843
crop_2022_06_13_LuJeune_MitoSox_L8l2 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;374;1183;32;735397130;14508042;349032731;1547109;64440621
crop_2022_06_13_LuJeune_MitoSox_L8l2 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;485;892;27;864829813;18034598;434739381;1859494;80367588
crop_2022_06_13_LuJeune_MitoSox_L8l2 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;717;431;59;858409187;19363991;515176553;3678993;161283610
crop_2022_06_13_LuJeune_MitoSox_L9 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;710;144;22;1075828654;27689679;704171456;4473490;175871806
crop_2022_06_13_LuJeune_MitoSox_L9 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;682;250;15;1057868199;26454464;657734069;3712410;144686045
crop_2022_06_13_LuJeune_MitoSox_L9 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;627;223;44;884255705;20107725;486103189;2334308;90063917
crop_2022_06_13_LuJeune_MitoSox_L9 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;389;228;1;955695682;26907079;743090097;6594285;267871841
crop_2022_06_13_LuJeune_MitoSox_L9 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;668;231;11;1185415263;31428208;809364208;5421201;215486469
crop_2022_06_13_LuJeune_MitoSox_L9 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;499;40;12;865309241;23820189;622258838;4462829;177343502
crop_2022_06_13_LuJeune_MitoSox_L9 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;708;76;26;1365219479;38664143;1012886760;7311815;289458800
crop_2022_06_13_LuJeune_MitoSox_L9 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;678;98;34;895631012;19331516;452427180;1717715;65689452
crop_2022_06_13_LuVieuxR_MitoSox_L1 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;418;155;15;987611825;28144502;775671952;6673821;274468338
crop_2022_06_13_LuVieuxR_MitoSox_L1 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;388;90;36;564014457;12611988;313646098;1671202;69497128
crop_2022_06_13_LuVieuxR_MitoSox_L1 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;10;1100;3;1;2.964;10;1;0;194;45;0;273845949;5564186;136022457;602224;27356871
crop_2022_06_13_LuVieuxR_MitoSox_L1 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;10;1100;3;1;2.964;10;1;0;220;56;0;253472522;4826384;116972187;489107;22584119
crop_2022_06_13_LuVieuxR_MitoSox_L1 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;400;99;24;548101621;11916843;296443980;1536952;65782742
crop_2022_06_13_LuVieuxR_MitoSox_L1 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;10;1100;3;0;3.002;10;1;0;166;99;0;215512054;3987218;95093855;383437;16279073
crop_2022_06_13_LuVieuxR_MitoSox_L1 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;10;1100;3;0;3.002;10;1;0;147;73;0;291144583;6514912;159128956;800858;31933370
crop_2022_06_13_LuVieuxR_MitoSox_L1 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;10;1100;3;1;2.964;10;1;0;220;4;0;265363767;5458034;133132521;602949;26360910
crop_2022_06_13_LuVieuxR_MitoSox_L1 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;388;203;10;761752037;19924237;518248700;3633971;145457082
crop_2022_06_13_LuVieuxR_MitoSox_L1 - Mark_and_Find 001_Position010.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;527;388;56;908546376;22510214;578137012;3857691;153184979
crop_2022_06_13_LuVieuxR_MitoSox_L1 - Mark_and_Find 001_Position011.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;10;1100;3;0;3.002;10;1;0;181;58;0;347107016;8509564;207075614;1020868;39664052
crop_2022_06_13_LuVieuxR_MitoSox_L1 - Mark_and_Find 001_Position012.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;10;1100;3;0;3.002;10;1;0;198;103;0;317830952;7392579;177148718;794086;30606574
crop_2022_06_13_LuVieuxR_MitoSox_L10 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;457;231;11;1375097155;38043388;1066724538;9445860;398157825
crop_2022_06_13_LuVieuxR_MitoSox_L10 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;515;307;17;865542567;19096444;465542056;2208769;90928022
crop_2022_06_13_LuVieuxR_MitoSox_L10 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;10;1100;3;0;3.002;10;1;0;172;102;0;546114618;15871677;451513515;4095634;174157721
crop_2022_06_13_LuVieuxR_MitoSox_L10 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;267;291;6;802983527;20847552;572926197;4691866;200529371
crop_2022_06_13_LuVieuxR_MitoSox_L10 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;298;230;49;709892952;17132896;435689434;2563190;108976774
crop_2022_06_13_LuVieuxR_MitoSox_L10 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;356;105;33;874433982;22158457;637574527;4777794;238060093
crop_2022_06_13_LuVieuxR_MitoSox_L10 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;513;290;6;1406857637;39271923;1072963054;9082523;371536310
crop_2022_06_13_LuVieuxR_MitoSox_L10 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;506;226;17;911886521;21234337;521324900;2646880;106604164
crop_2022_06_13_LuVieuxR_MitoSox_L10 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;493;284;23;1551284742;40628421;1254313453;13346262;611924902
crop_2022_06_13_LuVieuxR_MitoSox_L10 - Mark_and_Find 001_Position010.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;305;228;10;619917561;14050504;343329963;1695500;68599284
crop_2022_06_13_LuVieuxR_MitoSox_L2 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;657;167;28;756707267;14436927;328257256;971453;36651963
crop_2022_06_13_LuVieuxR_MitoSox_L2 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;505;463;10;1074118499;27230710;692363595;4350945;173189472
crop_2022_06_13_LuVieuxR_MitoSox_L2 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;513;379;8;1434605708;40367349;1148499104;11126431;459367688
crop_2022_06_13_LuVieuxR_MitoSox_L2 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;535;346;5;990746288;23997534;599131492;3396733;135514418
crop_2022_06_13_LuVieuxR_MitoSox_L2 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;590;170;14;869196980;20738907;510228769;2712194;105432521
crop_2022_06_13_LuVieuxR_MitoSox_L2 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;629;280;6;1231070475;33052197;872457420;6578984;263149223
crop_2022_06_13_LuVieuxR_MitoSox_L2 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;548;361;57;1830666691;51451439;1593190977;18763320;810226109
crop_2022_06_13_LuVieuxR_MitoSox_L2 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;499;462;5;2.5430E9;65295201;2.4360E9;36701972;1723863228
crop_2022_06_13_LuVieuxR_MitoSox_L3 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;676;289;23;1334459401;37199179;976894918;7141946;284249496
crop_2022_06_13_LuVieuxR_MitoSox_L3 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;677;355;10;1419305312;39884791;1097738025;9492112;388582298
crop_2022_06_13_LuVieuxR_MitoSox_L3 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;553;524;2;1142335288;29857636;759654336;4729142;188469132
crop_2022_06_13_LuVieuxR_MitoSox_L3 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;443;93;20;1015097870;29053628;815255372;7623350;311152137
crop_2022_06_13_LuVieuxR_MitoSox_L3 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;459;165;15;1671680089;43193413;1598971814;23954340;1119495397
crop_2022_06_13_LuVieuxR_MitoSox_L3 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;464;155;11;677471095;16418483;405440494;2160440;85749451
crop_2022_06_13_LuVieuxR_MitoSox_L3 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;483;49;21;672405602;16756006;426088713;2710240;107578228
crop_2022_06_13_LuVieuxR_MitoSox_L3 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;441;52;15;850775421;23127991;603052392;4241081;170062123
crop_2022_06_13_LuVieuxR_MitoSox_L3 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;667;284;14;854097856;19946266;488516820;2525487;98703311
crop_2022_06_13_LuVieuxR_MitoSox_L4 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;592;445;12;1017407652;24411442;623762867;3946412;162491285
crop_2022_06_13_LuVieuxR_MitoSox_L4 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;539;274;87;1086006317;25204365;680613811;3916604;203597934
crop_2022_06_13_LuVieuxR_MitoSox_L4 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;648;148;35;1137310249;28338745;793724821;6973114;302268822
crop_2022_06_13_LuVieuxR_MitoSox_L4 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;582;169;11;952706729;21404293;551910316;3271731;147174546
crop_2022_06_13_LuVieuxR_MitoSox_L4 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;709;225;57;1608570988;46993148;1327777429;12649382;516244931
crop_2022_06_13_LuVieuxR_MitoSox_L4 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;789;101;95;1777153271;51199528;1524557797;15625619;679297244
crop_2022_06_13_LuVieuxR_MitoSox_L4 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;743;119;44;1378633983;37577263;1022648659;7536901;330821551
